Entity,Accepted to Approved,Accepted to Approved,Accepted to Approved,Accepted to Approved,Accepted to Approved,Accepted to Approved,Accepted to Approved,Accepted to Realized,Accepted to Realized,Accepted to Realized,Accepted to Realized,Accepted to Realized,Accepted to Realized,Accepted to Realized,Accepted to Finished,Accepted to Finished,Accepted to Finished,Accepted to Finished,Accepted to Finished,Accepted to Finished,Accepted to Finished,Accepted to  Completed,Accepted to  Completed,Accepted to  Completed,Accepted to  Completed,Accepted to  Completed,Accepted to  Completed,Accepted to  Completed,Country
The University of Georgia,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%,50.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0,0.0%,0.0%,0.0%,200.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Georgia
AACHEN,71.43%,0.0%,50.0%,0.0%,100.0%,50.0%,0.0%,42.86%,0.0%,0.0%,0.0%,33.33%,100.0%,0.0%,57.14,0.0%,50.0%,0.0%,33.33%,100.0%,0.0%,14.29,0.0%,50.0%,0.0%,0.0%,0.0%,0.0%,Germany
HANNOVER,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Germany
KOELN,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,300.0,0.0%,300.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Germany
BERLIN TU,50.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,250.0,0.0%,0.0%,0.0%,0.0%,200.0%,0.0%,50.0,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,Germany
AUGSBURG,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Germany
GIESSEN-MARBURG,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Germany
PADERBORN,50.0%,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,133.33%,0.0%,0.0%,0.0%,133.33%,0.0%,0.0%,183.33,0.0%,0.0%,0.0%,183.33%,0.0%,0.0%,116.67,0.0%,0.0%,0.0%,116.67%,0.0%,0.0%,Germany
LUENEBURG,65.38%,65.38%,0.0%,0.0%,0.0%,0.0%,0.0%,5.77%,5.77%,0.0%,0.0%,0.0%,0.0%,0.0%,5.77,5.77%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Germany
HAMBURG,66.67%,0.0%,100.0%,0.0%,60.0%,0.0%,0.0%,66.67%,0.0%,300.0%,0.0%,20.0%,0.0%,0.0%,300.0,0.0%,1700.0%,0.0%,20.0%,0.0%,0.0%,66.67,0.0%,400.0%,0.0%,0.0%,0.0%,0.0%,Germany
MUENCHEN,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Germany
BIELEFELD,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Germany
STUTTGART & HOHENHEIM,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Germany
DUESSELDORF,62.5%,0.0%,77.78%,0.0%,42.86%,0.0%,0.0%,6.25%,0.0%,0.0%,0.0%,14.29%,0.0%,0.0%,50.0,0.0%,77.78%,0.0%,14.29%,0.0%,0.0%,6.25,0.0%,0.0%,0.0%,14.29%,0.0%,0.0%,Germany
NUERNBERG,83.33%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Germany
JENA,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Germany
PASSAU,83.33%,0.0%,0.0%,0.0%,66.67%,100.0%,100.0%,66.67%,0.0%,0.0%,0.0%,66.67%,100.0%,0.0%,66.67,0.0%,0.0%,0.0%,66.67%,100.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Germany
KARLSRUHE,200.0%,0.0%,100.0%,0.0%,300.0%,0.0%,0.0%,300.0%,0.0%,300.0%,0.0%,300.0%,0.0%,0.0%,400.0,0.0%,300.0%,0.0%,400.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Germany
LEIPZIG,100.0%,0.0%,150.0%,0.0%,50.0%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,100.0,0.0%,150.0%,0.0%,50.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Germany
GOETTINGEN,33.33%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,66.67,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Germany
BOCHUM,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Germany
MAINZ - WIESBADEN,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,200.0,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Germany
MAGDEBURG,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Germany
BRAUNSCHWEIG,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,60.0%,0.0%,0.0%,0.0%,60.0%,0.0%,0.0%,120.0,0.0%,0.0%,0.0%,120.0%,0.0%,0.0%,80.0,0.0%,0.0%,0.0%,80.0%,0.0%,0.0%,Germany
REGENSBURG,72.73%,0.0%,0.0%,0.0%,72.73%,0.0%,0.0%,36.36%,0.0%,0.0%,0.0%,36.36%,0.0%,0.0%,54.55,0.0%,0.0%,0.0%,54.55%,0.0%,0.0%,9.09,0.0%,0.0%,0.0%,9.09%,0.0%,0.0%,Germany
AIESEC in Germany,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Germany
DRESDEN,40.0%,0.0%,0.0%,0.0%,40.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Germany
BREMEN,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Germany
MANNHEIM,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Germany
HALLE,33.33%,0.0%,0.0%,0.0%,33.33%,0.0%,0.0%,66.67%,0.0%,0.0%,0.0%,66.67%,0.0%,0.0%,100.0,0.0%,0.0%,0.0%,66.67%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Germany
MUENSTER,73.33%,0.0%,0.0%,0.0%,44.44%,120.0%,100.0%,53.33%,0.0%,0.0%,0.0%,44.44%,80.0%,0.0%,53.33,0.0%,0.0%,0.0%,44.44%,80.0%,0.0%,13.33,0.0%,0.0%,0.0%,22.22%,0.0%,0.0%,Germany
BERLIN HU,40.0%,0.0%,0.0%,0.0%,40.0%,0.0%,0.0%,40.0%,0.0%,0.0%,0.0%,40.0%,0.0%,0.0%,40.0,0.0%,0.0%,0.0%,40.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Germany
DARMSTADT,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Germany
FRANKFURT (MAIN),50.0%,0.0%,0.0%,0.0%,66.67%,0.0%,0.0%,25.0%,0.0%,0.0%,0.0%,33.33%,0.0%,0.0%,125.0,0.0%,400.0%,0.0%,33.33%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Germany
KAISERSLAUTERN,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Germany
BONN,87.5%,0.0%,87.5%,0.0%,0.0%,0.0%,0.0%,81.25%,0.0%,81.25%,0.0%,0.0%,0.0%,0.0%,178.12,0.0%,178.12%,0.0%,0.0%,0.0%,0.0%,3.12,0.0%,3.12%,0.0%,0.0%,0.0%,0.0%,Germany
Central University,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Ghana
delete,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Ghana
delete,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Ghana
KNUST,60.53%,63.64%,0.0%,0.0%,40.0%,0.0%,0.0%,18.42%,18.18%,0.0%,0.0%,20.0%,0.0%,0.0%,18.42,18.18%,0.0%,0.0%,20.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Ghana
LEGON,33.33%,28.57%,0.0%,0.0%,0.0%,100.0%,0.0%,33.33%,28.57%,0.0%,0.0%,0.0%,0.0%,0.0%,55.56,28.57%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Ghana
LEGON Expansions,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Ghana
Member Committee Ghana,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Ghana
RMU,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Ghana
UCC (University of Cape Coast),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Ghana
UDS(University of Development Studies),0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Ghana
UENR,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Ghana
UMaT,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Ghana
Havana,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Global Teams
UoI,50.0%,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,50.0,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,Greece
UoM THESSALONIKI,77.08%,85.71%,72.73%,0.0%,54.55%,100.0%,0.0%,20.83%,14.29%,27.27%,0.0%,0.0%,80.0%,0.0%,27.08,19.05%,54.55%,0.0%,9.09%,40.0%,0.0%,14.58,14.29%,27.27%,0.0%,9.09%,0.0%,0.0%,Greece
Volos,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,16.67,0.0%,0.0%,0.0%,16.67%,0.0%,0.0%,16.67,0.0%,0.0%,0.0%,16.67%,0.0%,0.0%,Greece
MC Greece,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Greece
AEGEAN,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Greece
ATHENS,86.11%,100.0%,83.33%,0.0%,90.91%,71.43%,0.0%,33.33%,33.33%,33.33%,0.0%,36.36%,28.57%,0.0%,47.22,83.33%,33.33%,0.0%,45.45%,42.86%,0.0%,25.0,66.67%,16.67%,0.0%,18.18%,14.29%,0.0%,Greece
AUTH,83.67%,81.82%,200.0%,0.0%,75.0%,0.0%,0.0%,12.24%,6.82%,100.0%,0.0%,50.0%,0.0%,0.0%,20.41,11.36%,300.0%,0.0%,50.0%,0.0%,0.0%,14.29,6.82%,200.0%,0.0%,50.0%,0.0%,0.0%,Greece
Crete,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Greece
DUTH,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Greece
NKUA,66.67%,0.0%,75.0%,0.0%,71.43%,0.0%,0.0%,100.0%,100.0%,225.0%,0.0%,28.57%,0.0%,0.0%,108.33,100.0%,225.0%,0.0%,28.57%,0.0%,0.0%,8.33,0.0%,25.0%,0.0%,0.0%,0.0%,0.0%,Greece
UNIPI (Piraeus),75.86%,73.33%,100.0%,0.0%,40.0%,100.0%,100.0%,24.14%,13.33%,33.33%,0.0%,0.0%,80.0%,0.0%,31.03,26.67%,33.33%,0.0%,0.0%,80.0%,0.0%,3.45,6.67%,0.0%,0.0%,0.0%,0.0%,0.0%,Greece
PATRAS,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,200.0%,0.0%,0.0%,0.0%,200.0%,0.0%,0.0%,200.0,0.0%,0.0%,0.0%,200.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Greece
MC Guatemala,85.71%,66.67%,100.0%,100.0%,0.0%,100.0%,0.0%,85.71%,33.33%,100.0%,200.0%,0.0%,100.0%,0.0%,257.14,100.0%,600.0%,0.0%,0.0%,200.0%,0.0%,57.14,100.0%,50.0%,0.0%,0.0%,0.0%,0.0%,Guatemala
URL,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Guatemala
USAC,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Guatemala
UVG,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Guatemala
ITD,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Guatemala
Port au Prince,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Haiti
Tegucigalpa,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Honduras
Member Committee,33.33%,0.0%,33.33%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,33.33,0.0%,33.33%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Hong Kong
CityU,76.92%,0.0%,0.0%,0.0%,72.73%,100.0%,0.0%,30.77%,0.0%,0.0%,0.0%,27.27%,50.0%,0.0%,30.77,0.0%,0.0%,0.0%,27.27%,50.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Hong Kong
CUHK,41.18%,0.0%,0.0%,0.0%,42.86%,50.0%,0.0%,11.76%,0.0%,0.0%,0.0%,14.29%,0.0%,0.0%,11.76,0.0%,0.0%,0.0%,14.29%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Hong Kong
Expansions & Macau,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Hong Kong
HKBU,71.43%,0.0%,0.0%,0.0%,71.43%,0.0%,0.0%,14.29%,0.0%,0.0%,0.0%,14.29%,0.0%,0.0%,28.57,0.0%,0.0%,0.0%,28.57%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Hong Kong
HKU,57.58%,0.0%,0.0%,0.0%,58.06%,50.0%,0.0%,18.18%,0.0%,0.0%,0.0%,16.13%,50.0%,0.0%,21.21,0.0%,0.0%,0.0%,19.35%,50.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Hong Kong
HKUST,40.0%,0.0%,0.0%,0.0%,37.5%,50.0%,0.0%,10.0%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,130.0,0.0%,0.0%,0.0%,162.5%,0.0%,0.0%,40.0,0.0%,0.0%,0.0%,50.0%,0.0%,0.0%,Hong Kong
Lingnan,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Hong Kong
PolyU,26.67%,0.0%,0.0%,0.0%,23.08%,100.0%,0.0%,13.33%,0.0%,0.0%,0.0%,15.38%,0.0%,0.0%,13.33,0.0%,0.0%,0.0%,15.38%,0.0%,0.0%,6.67,0.0%,0.0%,0.0%,7.69%,0.0%,0.0%,Hong Kong
Budapest Business School - KVIK,72.73%,0.0%,72.73%,0.0%,0.0%,0.0%,0.0%,45.45%,0.0%,45.45%,0.0%,0.0%,0.0%,0.0%,327.27,0.0%,327.27%,0.0%,0.0%,0.0%,0.0%,9.09,0.0%,9.09%,0.0%,0.0%,0.0%,0.0%,Hungary
Pecs (PeX),77.78%,0.0%,0.0%,0.0%,75.0%,100.0%,0.0%,22.22%,0.0%,0.0%,0.0%,25.0%,0.0%,0.0%,33.33,0.0%,0.0%,0.0%,25.0%,100.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Hungary
MC Hungary,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Hungary
Budapest Business School - KÜLKER,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,500.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Hungary
Veszprém,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Hungary
SZIE - Budapest,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Hungary
BME - Budapest,77.78%,0.0%,80.0%,0.0%,100.0%,0.0%,0.0%,33.33%,0.0%,40.0%,0.0%,0.0%,100.0%,0.0%,366.67,0.0%,600.0%,0.0%,0.0%,300.0%,0.0%,22.22,0.0%,40.0%,0.0%,0.0%,0.0%,0.0%,Hungary
Budapest University - KÖZGÁZ,109.09%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,90.91%,0.0%,0.0%,0.0%,0.0%,418.18,0.0%,418.18%,0.0%,0.0%,0.0%,0.0%,63.64,0.0%,63.64%,0.0%,0.0%,0.0%,0.0%,Hungary
Budapest Business School - PSZF,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,300.0%,0.0%,200.0%,0.0%,0.0%,0.0%,0.0%,2400.0,0.0%,2300.0%,0.0%,0.0%,0.0%,0.0%,100.0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,Hungary
Debrecen,75.0%,0.0%,0.0%,0.0%,87.5%,33.33%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Hungary
Reykjavik,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,Iceland
JAIPUR,70.0%,68.04%,100.0%,0.0%,50.0%,100.0%,0.0%,5.45%,3.09%,20.0%,0.0%,25.0%,25.0%,0.0%,5.45,4.12%,0.0%,0.0%,25.0%,25.0%,0.0%,3.64,3.09%,0.0%,0.0%,25.0%,0.0%,0.0%,India
Hyderabad,54.55%,52.94%,0.0%,100.0%,50.0%,66.67%,0.0%,2.27%,1.47%,0.0%,0.0%,7.14%,0.0%,0.0%,7.95,2.94%,0.0%,66.67%,7.14%,66.67%,0.0%,1.14,1.47%,0.0%,0.0%,0.0%,0.0%,0.0%,India
Visakhapatnam,65.62%,0.0%,100.0%,0.0%,62.96%,0.0%,0.0%,31.25%,0.0%,50.0%,0.0%,29.63%,0.0%,0.0%,34.38,0.0%,75.0%,0.0%,29.63%,0.0%,0.0%,6.25,0.0%,25.0%,0.0%,3.7%,0.0%,0.0%,India
